"tid","meet_heuristic","three_labels","fourth_label","majority_vote"
"1047326643876913153","1","[0. 0. 0.]","","0"
"527487557538697217","1","[0. 0. 0.]","","0"
"881082301270159360","1","[0. 0. 0.]","","0"
"823783437743947776","1","[0. 0. 0.]","","0"
"307582562514108416","1","[0. 0. 0.]","","0"
"1143134144467259393","1","[0. 0. 0.]","","0"
"725067063945994240","1","[0. 0. 0.]","","0"
"557552867088035841","1","[0. 0. 0.]","","0"
"687767389576904705","1","[0. 0. 0.]","","0"
"1119049911129874433","1","[0. 0. 0.]","","0"
"535464620090478593","1","[1. 1. 1.]","","1"
"559679800957476864","1","[0. 0. 0.]","","0"
"847443393387012098","1","[0. 0. 0.]","","0"
"1129125049456300040","1","[0. 0. 0.]","","0"
"1122752650552979456","1","[0. 0. 0.]","","0"
"470947686473273344","1","[0. 0. 0.]","","0"
"621768592787382272","1","[0. 0. 0.]","","0"
"887344970105073665","1","[0. 0. 0.]","","0"
"830221855130808323","1","[0. 0. 0.]","","0"
"452177049872920576","1","[0. 0. 0.]","","0"
"703178596177674240","1","[0. 0. 0.]","","0"
"171923457871843329","1","[0. 0. 0.]","","0"
"306426829105942528","1","[0. 0. 0.]","","0"
"880006377292300288","1","[0. 0. 0.]","","0"
"1121970317843415040","1","[0. 0. 0.]","","0"
"864499537821536257","1","[0. 0. 0.]","","0"
"534520814033715200","1","[0. 0. 0.]","","0"
"188293369213104129","1","[0. 0. 0.]","","0"
"324993334663860224","1","[0. 0. 0.]","","0"
"820992739307307008","1","[0. 0. 0.]","","0"
"907423631692718080","1","[1. 1. 1.]","","1"
"936050897263529984","1","[1. 1. 1.]","","1"
"685781156860686336","1","[0. 0. 0.]","","0"
"1039122765536608261","1","[0. 0. 0.]","","0"
"331832407747620865","1","[0. 0. 0.]","","0"
"1078319310609760256","1","[0. 0. 0.]","","0"
"535400846318927872","1","[1. 1. 1.]","","1"
"591973607238029312","1","[0. 0. 0.]","","0"
"610729152929513472","1","[0. 0. 0.]","","0"
"819441424575905793","1","[0. 0. 0.]","","0"
"199739112352251904","1","[0. 0. 0.]","","0"
"1150435186049466368","1","[0. 0. 0.]","","0"
"662358158728404992","1","[0. 0. 0.]","","0"
"1005103446872285186","1","[0. 0. 0.]","","0"
"1063737672156528640","1","[0. 0. 0.]","","0"
"889372851089940480","1","[0. 0. 0.]","","0"
"840276317400621056","1","[0. 0. 0.]","","0"
"524994503963586560","1","[0. 0. 0.]","","0"
"983972176838656005","1","[0. 0. 0.]","","0"
"592278909393182721","1","[0. 0. 0.]","","0"
"959562082076250114","1","[0. 0. 0.]","","0"
"734535564356124672","1","[0. 0. 0.]","","0"
"631591850273583104","1","[0. 0. 0.]","","0"
"1121444293070049282","1","[0. 0. 0.]","","0"
"734855262205415424","1","[0. 0. 0.]","","0"
"1135667274994470912","1","[0. 0. 0.]","","0"
"1068620122175135744","1","[0. 0. 0.]","","0"
"590009592408645632","1","[0. 0. 0.]","","0"
"873410641477980160","1","[0. 0. 0.]","","0"
"547450069973487616","1","[0. 0. 0.]","","0"
"410170108955623424","1","[0. 0. 0.]","","0"
"732609624185135104","1","[0. 0. 0.]","","0"
"586837636200792064","1","[0. 0. 0.]","","0"
"705060660540018689","1","[1. 1. 1.]","","1"
"732612771788034049","1","[0. 0. 0.]","","0"
"438385358032482304","1","[0. 0. 0.]","","0"
"744844372424953856","1","[0. 0. 0.]","","0"
"546953873592950784","1","[0. 0. 0.]","","0"
"445109100485955584","1","[1. 1. 1.]","","1"
"802864864947384321","1","[0. 0. 0.]","","0"
"535501041325080578","1","[1. 1. 1.]","","1"
"734540869680893952","1","[0. 0. 0.]","","0"
"537154379493933056","1","[1. 1. 1.]","","1"
"939134882026086400","1","[0. 0. 0.]","","0"
"852239856545783809","1","[0. 0. 0.]","","0"
"585793636572471297","1","[0. 0. 0.]","","0"
"693074727087292416","1","[0. 0. 0.]","","0"
"576558681178841088","1","[0. 0. 0.]","","0"
"434056081782747136","1","[0. 0. 0.]","","0"
"587436318260461569","1","[0. 0. 0.]","","0"
"889784484203298816","1","[0. 0. 0.]","","0"
"864690848696483840","1","[0. 0. 0.]","","0"
"590801270451109888","1","[0. 0. 0.]","","0"
"1112746550952759297","1","[0. 0. 0.]","","0"
"198877874302881793","1","[0. 0. 0.]","","0"
"1039130058353459200","1","[0. 0. 0.]","","0"
"1038066120689963008","1","[0. 0. 0.]","","0"
"945446437072130049","1","[0. 1. 1.]","1","1"
"870223268967575552","1","[0. 0. 0.]","","0"
"439153614612086784","1","[0. 0. 0.]","","0"
"967578777227284482","1","[0. 0. 0.]","","0"
"950879872305586178","1","[0. 0. 0.]","","0"
"825134974898692097","1","[0. 0. 0.]","","0"
"1133647961739661312","1","[0. 0. 0.]","","0"
"732994058541367296","1","[0. 0. 0.]","","0"
"804615668968595456","1","[0. 0. 0.]","","0"
"469456897092104192","1","[0. 0. 0.]","","0"
"610753493524090880","1","[0. 0. 0.]","","0"
"332494175167737856","1","[0. 0. 0.]","","0"
"93424942607114240","1","[0. 0. 0.]","","0"
"662518579099803648","1","[0. 0. 0.]","","0"
"174461131295948800","1","[0. 0. 0.]","","0"
"870466488100171777","1","[0. 0. 0.]","","0"
"775720211924283392","1","[0. 0. 0.]","","0"
"560807308847230976","1","[0. 0. 0.]","","0"
"1041958361355431936","1","[1. 1. 1.]","","1"
"1039954378424299521","1","[0. 0. 0.]","","0"
"1140718335694266368","1","[0. 0. 0.]","","0"
"208307585118507008","1","[0. 0. 0.]","","0"
"402176699049054208","1","[0. 0. 0.]","","0"
"344625364628287488","1","[0. 0. 0.]","","0"
"781712262469787649","1","[0. 0. 0.]","","0"
"730790133297975296","1","[0. 0. 0.]","","0"
"535739958913662976","1","[1. 1. 1.]","","1"
"964785522110447616","1","[0. 0. 0.]","","0"
"1030879562132086784","1","[1. 1. 1.]","","1"
"1021539276813754380","1","[0. 0. 0.]","","0"
"1011889466330533889","1","[0. 0. 0.]","","0"
"119469504907579392","1","[0. 0. 0.]","","0"
"1144907982804701184","1","[0. 0. 0.]","","0"
"844347693333917696","1","[0. 0. 0.]","","0"
"311773238889951232","1","[0. 0. 0.]","","0"
"662698968694976512","1","[0. 0. 0.]","","0"
"698586656228646912","1","[0. 0. 0.]","","0"
"705114980551491585","1","[1. 1. 1.]","","1"
"872757692405862401","1","[0. 0. 0.]","","0"
"686916311062937600","1","[0. 0. 0.]","","0"
"322290863285866496","1","[0. 0. 0.]","","0"
"902743132143570946","1","[1. 1. 1.]","","1"
"425304071403102208","1","[0. 0. 0.]","","0"
"1109436953861201920","1","[1. 1. 1.]","","1"
"732406224499544065","1","[0. 0. 0.]","","0"
"763452932234866688","1","[0. 0. 0.]","","0"
"429261638273728513","1","[0. 0. 0.]","","0"
"672165171289268224","1","[0. 0. 0.]","","0"
"966269045346525184","1","[0. 0. 0.]","","0"
"951825367601434624","1","[0. 0. 0.]","","0"
"241604140831219714","1","[0. 0. 0.]","","0"
"1138162917524824064","1","[0. 0. 0.]","","0"
"925803474582999040","1","[0. 0. 0.]","","0"
"662460209328066560","1","[0. 0. 0.]","","0"
"200328145977618432","1","[0. 0. 0.]","","0"
"819521826770604032","1","[0. 0. 0.]","","0"
"119576576143785985","1","[0. 0. 0.]","","0"
"462443519987449856","1","[0. 0. 0.]","","0"
"1143195389035798528","1","[0. 0. 0.]","","0"
"472412440882200576","1","[0. 0. 0.]","","0"
"154629926329389056","1","[1. 1. 1.]","","1"
"831622197877813248","1","[0. 0. 0.]","","0"
"700247001775153152","1","[0. 0. 0.]","","0"
"860183058884030464","1","[0. 0. 0.]","","0"
"1117725649970634752","1","[0. 0. 0.]","","0"
"368046888807043072","1","[0. 0. 0.]","","0"
"839584349276291072","1","[0. 0. 0.]","","0"
"727957745660399617","1","[0. 0. 0.]","","0"
"1012410650805592064","1","[0. 0. 0.]","","0"
"948310648492118019","1","[1. 1. 1.]","","1"
"953250644726558720","1","[0. 0. 0.]","","0"
"212107140544995328","1","[0. 0. 0.]","","0"
"314071316779126784","1","[0. 0. 0.]","","0"
"907631139711602688","1","[1. 1. 1.]","","1"
"948583875067879425","1","[0. 0. 0.]","","0"
"890485415815327745","1","[0. 0. 0.]","","0"
"1080998030466138112","1","[0. 0. 0.]","","0"
"306121021352710144","1","[0. 0. 0.]","","0"
"536628420923228161","1","[0. 0. 0.]","","0"
"191090530480947200","1","[0. 1. 1.]","1","1"
"1129003372948938752","1","[1. 1. 1.]","","1"
"955956986193072128","1","[0. 0. 0.]","","0"
"888540357142749185","1","[0. 0. 0.]","","0"
"928401797684834306","1","[1. 1. 1.]","","1"
"912718632819597312","1","[0. 0. 0.]","","0"
"737237293967118336","1","[0. 0. 0.]","","0"
"1166665373581598721","1","[0. 0. 0.]","","0"
"230123734428688385","1","[0. 0. 0.]","","0"
"912386030581567488","1","[0. 0. 0.]","","0"
"401264829815455744","1","[0. 0. 0.]","","0"
"371889790134022144","1","[0. 0. 0.]","","0"
"110990627168206849","1","[0. 0. 0.]","","0"
"987026824772378624","1","[0. 0. 0.]","","0"
"535401567466586112","1","[1. 1. 1.]","","1"
"877959724511002624","1","[0. 0. 0.]","","0"
"879991268075556864","1","[0. 0. 0.]","","0"
"299391774542143488","1","[0. 0. 0.]","","0"
"907646042820276224","1","[0. 0. 0.]","","0"
"946841571336613888","1","[0. 0. 0.]","","0"
"707289429090508800","1","[0. 0. 0.]","","0"
"313062376259858432","1","[0. 0. 0.]","","0"
"1102536004785844225","1","[0. 0. 0.]","","0"
"426474152519032832","1","[0. 0. 0.]","","0"
"990619686504148992","1","[0. 0. 0.]","","0"
"331410781541376000","1","[0. 0. 0.]","","0"
"1037647046130507776","1","[0. 0. 0.]","","0"
"1135600723624960000","1","[0. 0. 0.]","","0"
"687163335788392448","1","[0. 0. 0.]","","0"
"987790584382345216","1","[0. 0. 0.]","","0"
"628986960414134272","1","[0. 0. 0.]","","0"
"454956335595921408","1","[0. 0. 0.]","","0"
"912914314704670720","1","[0. 0. 0.]","","0"
"535604964614492161","1","[1. 1. 1.]","","1"
"748914982662778880","1","[0. 0. 0.]","","0"
"168025125931843584","1","[0. 0. 0.]","","0"
"342337949716869121","1","[0. 0. 0.]","","0"
"870062624288931840","1","[0. 0. 0.]","","0"
"343133307191574529","1","[0. 0. 0.]","","0"
"1016256717561069568","1","[0. 0. 0.]","","0"
"845528726502805505","1","[0. 0. 0.]","","0"
"712949884958035970","1","[0. 0. 0.]","","0"
"139641920912760832","1","[0. 0. 0.]","","0"
"764809036135010304","1","[0. 0. 0.]","","0"
"200243401055150081","1","[0. 0. 0.]","","0"
"960304589219119104","1","[1. 1. 1.]","","1"
"490210786632302592","1","[0. 0. 0.]","","0"
"948308267821948928","1","[1. 1. 1.]","","1"
"612903013070585856","1","[0. 0. 0.]","","0"
"1121391653074370561","1","[1. 1. 1.]","","1"
"705061931791609857","1","[1. 1. 1.]","","1"
"120575283832176640","1","[0. 0. 0.]","","0"
"604638521412997120","1","[0. 0. 0.]","","0"
"870465805078712320","1","[0. 0. 0.]","","0"
"1044318779163971585","1","[0. 0. 0.]","","0"
"822076930161836032","1","[0. 0. 0.]","","0"
"238802880587497472","1","[0. 0. 0.]","","0"
"705652276262604801","1","[0. 0. 0.]","","0"
"537569722443628544","1","[0. 0. 0.]","","0"
"299609072607563776","1","[0. 0. 0.]","","0"
"928771276981891073","1","[0. 0. 0.]","","0"
"914239547587751936","1","[0. 0. 0.]","","0"
"455717538417356800","1","[0. 0. 0.]","","0"
"1082532168033808390","1","[0. 0. 0.]","","0"
"865728797534027776","1","[0. 0. 0.]","","0"
"891035075374198784","1","[0. 0. 0.]","","0"
"289994377760235521","1","[0. 0. 0.]","","0"
"385574276621144064","1","[0. 0. 0.]","","0"
"540358294905167874","1","[0. 0. 0.]","","0"
"345588835478011904","1","[0. 0. 0.]","","0"
"1140661505060270081","1","[0. 0. 0.]","","0"
"834319300899008512","1","[1. 1. 1.]","","1"
"1000394954693332994","1","[0. 0. 0.]","","0"
"571727193287622659","1","[0. 0. 0.]","","0"
"1056304494114304000","1","[0. 0. 0.]","","0"
"169196179387727872","1","[0. 0. 0.]","","0"
"435143768447021058","1","[0. 0. 0.]","","0"
"907430390146547712","1","[1. 1. 1.]","","1"
"1055107045198827525","1","[0. 0. 0.]","","0"
"1022137524989435904","1","[0. 0. 0.]","","0"
"410856528842092544","1","[0. 0. 0.]","","0"
"1167466387851231237","1","[0. 0. 0.]","","0"
"428582611665973248","1","[0. 0. 0.]","","0"
"1167135102058541058","1","[0. 0. 0.]","","0"
"569086696609996800","1","[0. 0. 0.]","","0"
"989542867331936256","1","[1. 1. 1.]","","1"
"509859617003044864","1","[0. 0. 0.]","","0"
"1138521774348484608","1","[0. 0. 0.]","","0"
"1005942268115775490","1","[0. 0. 0.]","","0"
"938020346157989888","1","[0. 0. 0.]","","0"
"1002719624486641670","1","[0. 0. 0.]","","0"
"1167240886708776960","1","[0. 0. 0.]","","0"
"508213967001755648","1","[0. 0. 0.]","","0"
"1044608734952083456","1","[0. 0. 0.]","","0"
"939083246675128320","1","[0. 0. 0.]","","0"
"766003027723554816","1","[0. 0. 0.]","","0"
"508932804294746112","1","[1. 1. 1.]","","1"
"105510553937657856","1","[0. 0. 0.]","","0"
"1177675306951495682","1","[0. 0. 0.]","","0"
"552970534447636480","1","[1. 1. 1.]","","1"
"907522001023242240","1","[1. 1. 1.]","","1"
"215932119287988224","1","[0. 0. 0.]","","0"
"466730824923381760","1","[0. 0. 0.]","","0"
"1176403338541375488","1","[0. 0. 0.]","","0"
"557305392217088001","1","[0. 0. 0.]","","0"
"364998102530265088","1","[0. 0. 0.]","","0"
"577177531029262336","1","[0. 0. 0.]","","0"
"581067143967580160","1","[0. 0. 0.]","","0"
"389888449387720704","1","[0. 0. 0.]","","0"
"572434738180448256","1","[0. 0. 0.]","","0"
"534523786067193856","1","[0. 0. 0.]","","0"
"164832332476452865","1","[0. 0. 0.]","","0"
"590004359041134592","1","[0. 0. 0.]","","0"
"723102272884858881","1","[0. 0. 0.]","","0"
"544226780585132033","1","[0. 0. 0.]","","0"
"999488942113255425","1","[0. 0. 0.]","","0"
"427109186510393344","1","[0. 0. 0.]","","0"
"378575607392509952","1","[0. 0. 0.]","","0"
"687955075164155904","1","[0. 0. 0.]","","0"
"402280201108746240","1","[0. 0. 0.]","","0"
"927833764054564864","1","[0. 0. 0.]","","0"
"520585996652793858","1","[0. 0. 0.]","","0"
"803566723551100929","1","[0. 0. 0.]","","0"
"531594698558033922","1","[0. 0. 0.]","","0"
"1130782489071345664","1","[0. 0. 0.]","","0"
"1169877407785816064","1","[0. 0. 0.]","","0"
"899962933777715200","1","[0. 0. 0.]","","0"
"1071512761878884358","1","[0. 0. 0.]","","0"
"738725016121020417","1","[0. 0. 0.]","","0"
"156772150857056257","1","[0. 0. 0.]","","0"
"535739164508307456","1","[1. 1. 1.]","","1"
"266677772238336001","1","[0. 0. 0.]","","0"
"624822656962052096","1","[1. 1. 1.]","","1"
"1057947281381412864","1","[0. 0. 0.]","","0"
"894896206345900032","1","[0. 0. 0.]","","0"
"848262071938465792","1","[0. 0. 0.]","","0"
"504406954694148096","1","[0. 0. 0.]","","0"
"1140666669754400770","1","[0. 0. 0.]","","0"
"306485255500619776","1","[0. 0. 0.]","","0"
"976838451248160768","1","[0. 0. 0.]","","0"
"310038580187766784","1","[0. 0. 0.]","","0"
"799935162599481344","1","[0. 0. 0.]","","0"
"535500095035543554","1","[1. 1. 1.]","","1"
"767324124033216512","1","[0. 0. 0.]","","0"
"333937624295288832","1","[0. 0. 0.]","","0"
"306312304264351744","1","[0. 0. 0.]","","0"
"935988121984012289","1","[1. 1. 1.]","","1"
"535714666925027328","1","[1. 1. 1.]","","1"
"1026179866557857796","1","[0. 0. 0.]","","0"
"1044213505119973376","1","[0. 0. 0.]","","0"
"563710935492472832","1","[0. 0. 0.]","","0"
"1103326030666842118","1","[0. 0. 0.]","","0"
"1075441509594554368","1","[0. 0. 0.]","","0"
"153516791979720705","1","[0. 0. 0.]","","0"
"957246562144530434","1","[1. 1. 1.]","","1"
"1042249535295291392","1","[0. 0. 0.]","","0"
"966883780727222272","1","[0. 0. 0.]","","0"
"1098918714811002883","1","[0. 0. 0.]","","0"
"400670073578610688","1","[0. 0. 0.]","","0"
"769095557377822721","1","[0. 0. 0.]","","0"
"1093543911962759168","1","[0. 0. 0.]","","0"
"339808242542718976","1","[0. 0. 0.]","","0"
"539026293057409024","1","[0. 0. 0.]","","0"
"1096455251962593283","1","[0. 0. 0.]","","0"
"564161720416206849","1","[0. 0. 0.]","","0"
"1010516464435191808","1","[0. 0. 0.]","","0"
"362757621964488705","1","[0. 0. 0.]","","0"
"1173626223995576320","1","[0. 0. 0.]","","0"
"291095929803657216","1","[0. 0. 0.]","","0"
"157143040799158273","1","[0. 0. 0.]","","0"
"344146736471748608","1","[0. 0. 0.]","","0"
"970684310943617024","1","[1. 1. 1.]","","1"
"1098176323682476033","1","[0. 0. 0.]","","0"
"1047789174449819648","1","[0. 0. 0.]","","0"
"1166771768142520320","1","[0. 0. 0.]","","0"
"248507991249256450","1","[0. 0. 0.]","","0"
"908153872727859201","1","[1. 1. 1.]","","1"
"751161440833331200","1","[0. 0. 0.]","","0"
"626412609491861505","1","[0. 0. 0.]","","0"
"998920008725094400","1","[0. 0. 0.]","","0"
"734932927977390081","1","[0. 0. 0.]","","0"
"764932138403766272","1","[0. 0. 0.]","","0"
"768817206880854016","1","[0. 0. 0.]","","0"
"907621961420898306","1","[1. 1. 1.]","","1"
"676127914736226304","1","[0. 0. 0.]","","0"
"1096327091514167298","1","[0. 0. 0.]","","0"
"659081111834898433","1","[0. 0. 0.]","","0"
"1058330145419812865","1","[0. 0. 0.]","","0"
"539524504746479616","1","[0. 0. 0.]","","0"
"524653384453095424","1","[0. 0. 0.]","","0"
"511627346009669633","1","[0. 0. 0.]","","0"
"535757561522581504","1","[1. 1. 1.]","","1"
"907679418331660288","1","[1. 1. 1.]","","1"
"927980315401793536","1","[0. 0. 0.]","","0"
"1046070928650702848","1","[0. 0. 0.]","","0"
"1037726215522713600","1","[0. 0. 0.]","","0"
"878225050217758720","1","[0. 0. 0.]","","0"
"1007153800514342912","1","[1. 1. 1.]","","1"
"912501563138150401","1","[0. 0. 0.]","","0"
"543212630224416768","1","[0. 0. 0.]","","0"
"553410057678098432","1","[1. 1. 1.]","","1"
"306050157940711425","1","[0. 0. 0.]","","0"
"941261770156584962","1","[0. 0. 0.]","","0"
"634426746964701184","1","[1. 1. 1.]","","1"
"215089923819192320","1","[0. 0. 0.]","","0"
"869644210655432705","1","[0. 0. 0.]","","0"
"1082807205764583429","1","[0. 0. 0.]","","0"
"862498506874830848","1","[0. 0. 0.]","","0"
"546146293073317893","1","[0. 0. 0.]","","0"
"847438025495724032","1","[0. 0. 0.]","","0"
"1058051115240116224","1","[0. 0. 0.]","","0"
"872197982506143745","1","[0. 0. 0.]","","0"
"161934058010574848","1","[0. 0. 0.]","","0"
"819178039900798976","1","[0. 0. 0.]","","0"
"502954391499182080","1","[0. 0. 0.]","","0"
"1067146209146490880","1","[1. 1. 1.]","","1"
"921229575585013760","1","[0. 0. 0.]","","0"
"1087415728481931266","1","[0. 0. 0.]","","0"
"841302916677939200","1","[0. 0. 0.]","","0"
"849646060993748992","1","[0. 0. 0.]","","0"
"483959750561103872","1","[0. 0. 0.]","","0"
"217243937209974784","1","[0. 0. 0.]","","0"
"719959234494992386","1","[1. 1. 1.]","","1"
"515491454148673536","1","[0. 0. 0.]","","0"
"1063617737631645697","1","[0. 0. 0.]","","0"
"211087730514472960","1","[0. 0. 0.]","","0"
"776043599494610948","1","[0. 0. 0.]","","0"
"819090974618034176","1","[0. 0. 0.]","","0"
"999354751593730048","1","[0. 0. 0.]","","0"
"748857390884331520","1","[0. 0. 0.]","","0"
"836759250005209088","1","[0. 0. 0.]","","0"
"912673373074984960","1","[1. 1. 1.]","","1"
"732673384434290689","1","[0. 0. 0.]","","0"
"1031675380883582977","1","[0. 0. 0.]","","0"
"936291250558455810","1","[0. 0. 0.]","","0"
"858024186727583745","1","[0. 0. 0.]","","0"
"489377803113365504","1","[1. 1. 1.]","","1"
"452979194926858240","1","[0. 0. 0.]","","0"
"83871936958046208","1","[0. 0. 0.]","","0"
"1067376396308230144","1","[0. 0. 0.]","","0"
"306477568352219136","1","[0. 0. 0.]","","0"
"806990867089281026","1","[0. 0. 0.]","","0"
"210377940452655104","1","[0. 0. 0.]","","0"
"1173821495568666624","1","[0. 0. 0.]","","0"
"1052963816806469633","1","[0. 0. 0.]","","0"
"1023135398074228736","1","[1. 1. 1.]","","1"
"1012341977906601984","1","[0. 1. 0.]","0","0"
"827251844082712577","1","[0. 0. 0.]","","0"
"1178281907760586752","1","[0. 0. 1.]","1","0"
"845138235575586816","1","[0. 0. 0.]","","0"
"979408080894087173","1","[0. 0. 1.]","1","0"
"587250840185876480","1","[0. 0. 0.]","","0"
"935028285867663360","1","[0. 0. 0.]","","0"
"544940279833563137","1","[0. 0. 0.]","","0"
"769655981798195201","1","[0. 0. 0.]","","0"
"187455269935120384","1","[0. 0. 0.]","","0"
"702599794796183554","1","[0. 0. 0.]","","0"
"291961361603383297","1","[0. 0. 0.]","","0"
"1008697679931723776","1","[0. 0. 1.]","1","0"
"577303438607941632","1","[1. 1. 1.]","","1"
"593941574117011457","1","[1. 0. 1.]","1","1"
"786887503701807104","1","[0. 0. 0.]","","0"
"152152318249414656","1","[0. 0. 0.]","","0"
"535757336506560512","1","[1. 1. 1.]","","1"
"675184908076216320","1","[0. 0. 0.]","","0"
"949622551138979840","1","[0. 0. 0.]","","0"
"1133358832011415552","1","[1. 0. 1.]","0","0"
"867493864730263554","1","[0. 0. 0.]","","0"
"1144702915744944128","1","[0. 0. 0.]","","0"
"798056362232004609","1","[0. 0. 1.]","1","0"
"1135873748932993024","1","[0. 0. 0.]","","0"
"114688501743755265","1","[0. 0. 0.]","","0"
"119509716882829313","1","[0. 0. 0.]","","0"
"524935008138452992","1","[0. 0. 0.]","","0"
"710776569288118272","1","[0. 0. 0.]","","0"
"870008185725136896","1","[0. 0. 1.]","0","0"
"867349572691120128","1","[0. 0. 0.]","","0"
"478117400827539456","1","[0. 0. 0.]","","0"
"306495546527473664","1","[0. 0. 0.]","","0"
"1173145195501772800","1","[0. 0. 1.]","0","0"
"504424344186261504","1","[0. 0. 0.]","","0"
"1139534608075280384","1","[0. 0. 0.]","","0"
"889429085805465600","1","[0. 0. 0.]","","0"
"958329369298132992","1","[0. 0. 0.]","","0"
"1096111297102438400","1","[0. 0. 0.]","","0"
"177500217329991680","1","[0. 0. 0.]","","0"
"369337996987752448","1","[0. 0. 0.]","","0"
"608707426913783808","1","[1. 1. 1.]","","1"
"248527313694773251","1","[0. 0. 0.]","","0"
"607215790115287040","1","[0. 0. 0.]","","0"
"338494781590224896","1","[0. 0. 0.]","","0"
"949682534232752128","1","[0. 0. 1.]","0","0"
"1115655862771523584","1","[0. 0. 0.]","","0"
"1042797410320371712","1","[0. 0. 0.]","","0"
"1122470925922910212","1","[1. 1. 1.]","","1"
"575274957506146304","1","[0. 0. 0.]","","0"
"456745767189757952","1","[0. 0. 0.]","","0"
