"tid","meet_heuristic","three_labels","fourth_label","majority_vote"
"1049643823255707648","1","[1 1 1]","","1.0"
"1049698717090148352","1","[0 0 0]","","0.0"
"1049940115349524480","1","[1 0 1]","0.0","0.0"
"1050013820691800064","1","[0 0 0]","","0.0"
"1050415391858728960","1","[0 0 0]","","0.0"
"1050415743228137473","1","[0 0 0]","","0.0"
"1050432975807098883","1","[0 0 0]","","0.0"
"1050778364309590016","1","[0 0 0]","","0.0"
"1050864973629587456","1","[0 0 0]","","0.0"
"1051560802346512385","1","[0 0 0]","","0.0"
"1051862550399393794","1","[0 0 0]","","0.0"
"1051874800375721985","1","[1 1 1]","","1.0"
"1051899778131525633","1","[0 0 0]","","0.0"
"1051915768810618880","1","[0 0 0]","","0.0"
"1052227996445229059","1","[0 0 0]","","0.0"
"1052271728041308161","1","[0 0 0]","","0.0"
"1052626539072970753","1","[0 0 1]","0.0","0.0"
"1052660011204194304","1","[0 0 0]","","0.0"
"1052685679430234112","1","[0 0 0]","","0.0"
"1052701096458641408","1","[0 0 0]","","0.0"
"1052703715466055680","1","[0 0 0]","","0.0"
"1052716228572303360","1","[0 0 1]","0.0","0.0"
"1053281198318018560","1","[0 0 0]","","0.0"
"1053337674357055489","1","[0 0 0]","","0.0"
"1053414554762469381","1","[0 0 0]","","0.0"
"1054343954311925760","1","[0 0 0]","","0.0"
"1054468055626063875","1","[0 0 0]","","0.0"
"1054643740487442432","1","[0 0 0]","","0.0"
"1055042744614146050","1","[0 0 0]","","0.0"
"1055227495635738627","1","[0 0 0]","","0.0"
"1055367070752301057","1","[0 0 0]","","0.0"
"1055450666209107969","1","[0 0 0]","","0.0"
"1055588295072051200","1","[0 0 0]","","0.0"
"1055835995097231361","1","[0 0 0]","","0.0"
"1056593786489442305","1","[0 0 0]","","0.0"
"1057172650408194048","1","[0 0 0]","","0.0"
"1058383678492102657","1","[1 1 1]","","1.0"
"1058803577714552832","1","[0 0 0]","","0.0"
"1059081681229897728","1","[0 1 0]","0.0","0.0"
"1060292232052277248","1","[1 1 1]","","1.0"
"1060860447291781122","1","[0 0 0]","","0.0"
"1063225945736257537","1","[0 0 0]","","0.0"
"1063456232399355904","1","[0 0 0]","","0.0"
"1063492090250911744","1","[0 0 0]","","0.0"
"1063537335978131458","1","[0 0 0]","","0.0"
"1063865296027570176","1","[0 0 0]","","0.0"
"1063894551071547393","1","[0 0 0]","","0.0"
"1063909991130849281","1","[0 0 0]","","0.0"
"1064530242235191297","1","[0 0 0]","","0.0"
"1064586286055460865","1","[1 1 1]","","1.0"
"1064619454733135874","1","[0 0 0]","","0.0"
"1064838160360845313","1","[0 0 0]","","0.0"
"1064887699025334272","1","[0 0 0]","","0.0"
"1064890346650390529","1","[0 0 0]","","0.0"
"1064912008590606338","1","[0 0 0]","","0.0"
"1064942884363821056","1","[0 0 0]","","0.0"
"1065056403637846017","1","[0 0 0]","","0.0"
"1065105483810320384","1","[0 0 0]","","0.0"
"1065183035950280704","1","[0 0 0]","","0.0"
"1065502994081476608","1","[0 0 0]","","0.0"
"1065623493839069187","1","[0 0 0]","","0.0"
"1066008510591365127","1","[0 0 0]","","0.0"
"1066232198527766528","1","[0 0 0]","","0.0"
"1066677889423294464","1","[0 0 0]","","0.0"
"1066744172214931456","1","[0 0 0]","","0.0"
"1067122520057413634","1","[0 0 0]","","0.0"
"1067266786444435457","1","[0 0 0]","","0.0"
"1067441394506231809","1","[0 0 0]","","0.0"
"1067453936704135168","1","[0 0 0]","","0.0"
"1067839180183605249","1","[0 0 0]","","0.0"
"1067939506677080064","1","[0 0 0]","","0.0"
"1068185222200598535","1","[0 1 0]","0.0","0.0"
"1068281935984766976","1","[0 0 0]","","0.0"
"1068491675822112768","1","[0 0 0]","","0.0"
"1068512836022935552","1","[0 0 0]","","0.0"
"1068550099134005248","1","[0 0 0]","","0.0"
"1069979696140570631","1","[0 0 0]","","0.0"
"1071105637445189632","1","[0 0 0]","","0.0"
"1071885747077169152","1","[0 0 0]","","0.0"
"1072040218683998209","1","[0 0 0]","","0.0"
"1072907685216116737","1","[0 0 0]","","0.0"
"1073136945474256896","1","[0 0 0]","","0.0"
"1073195078712258560","1","[0 0 0]","","0.0"
"1073356190158073857","1","[0 0 0]","","0.0"
"1073618267737153537","1","[0 0 0]","","0.0"
"1073628508855943168","1","[0 0 0]","","0.0"
"1073667088907030528","1","[0 1 0]","0.0","0.0"
"1074018582084894720","1","[0 0 0]","","0.0"
"1075088254414790658","1","[0 0 0]","","0.0"
"1075271657328001025","1","[0 0 0]","","0.0"
"1075839128648978433","1","[0 0 0]","","0.0"
"1077530588137979905","1","[0 0 0]","","0.0"
"1079169986726379521","1","[0 0 0]","","0.0"
"1079366894988201985","1","[0 0 0]","","0.0"
"1079563793154363392","1","[0 0 0]","","0.0"
"1082563240570380288","1","[0 0 0]","","0.0"
"1083183008444809217","1","[0 0 0]","","0.0"
"1083403136864276480","1","[0 0 0]","","0.0"
"1084436378337886209","1","[0 0 0]","","0.0"
"1085086181954441216","1","[0 0 0]","","0.0"
"1085330311297171456","1","[0 0 0]","","0.0"
"1085490291572948992","1","[0 1 0]","0.0","0.0"
"1085552154767753222","1","[0 0 0]","","0.0"
"1085955677426733060","1","[0 0 0]","","0.0"
"108690611678359552","1","[0 0 0]","","0.0"
"1088855146950463488","1","[0 0 0]","","0.0"
"1089381965382348800","1","[0 1 1]","0.0","0.0"
"1089449234536022016","1","[0 0 0]","","0.0"
"1089985083157696512","1","[0 0 0]","","0.0"
"1090044656220557312","1","[0 0 1]","0.0","0.0"
"1090270203391270912","1","[0 0 0]","","0.0"
"1090617425454874624","1","[0 0 0]","","0.0"
"1090953090444849153","1","[0 0 0]","","0.0"
"1091008512203853824","1","[0 0 0]","","0.0"
"1091028587942170624","1","[0 0 0]","","0.0"
"1091062841384333312","1","[0 0 0]","","0.0"
"1091255332184064005","1","[0 0 0]","","0.0"
"1091784186556571649","1","[0 0 0]","","0.0"
"1091795199787917313","1","[0 0 0]","","0.0"
"1091801722605850624","1","[0 0 0]","","0.0"
"1091900656661737472","1","[0 0 0]","","0.0"
"1092054470786203649","1","[0 0 0]","","0.0"
"1092067869347721216","1","[1 0 1]","0.0","0.0"
"1092239485230706688","1","[0 0 0]","","0.0"
"1092373034038685696","1","[0 0 0]","","0.0"
"1092415552818237440","1","[0 0 0]","","0.0"
"1092521014926499840","1","[0 0 0]","","0.0"
"1092707060309991425","1","[0 0 0]","","0.0"
"1092765029601021955","1","[0 0 0]","","0.0"
"1092774500704362496","1","[0 0 0]","","0.0"
"1092780643983998976","1","[0 0 0]","","0.0"
"1092840531015622656","1","[0 0 0]","","0.0"
"1092841618095259648","1","[0 0 0]","","0.0"
"1092924733392343040","1","[0 0 0]","","0.0"
"1092964464167505920","1","[0 0 0]","","0.0"
"1093009362061283328","1","[0 0 0]","","0.0"
"1093118086725713920","1","[0 0 0]","","0.0"
"1093601664567660544","1","[0 0 0]","","0.0"
"1093645661633835008","1","[0 0 0]","","0.0"
"1093725516186689537","1","[0 1 1]","0.0","0.0"
"1093784715897786368","1","[0 0 0]","","0.0"
"1093809147815047168","1","[0 0 0]","","0.0"
"1093975288055242759","1","[0 0 0]","","0.0"
"1094132003925053440","1","[0 0 0]","","0.0"
"1094149004877795328","1","[0 0 0]","","0.0"
"1094179640367816705","1","[0 0 0]","","0.0"
"1094511133707382784","1","[0 0 0]","","0.0"
"1094868953606905856","1","[0 0 0]","","0.0"
"1094988022465077248","1","[0 1 0]","1.0","0.0"
"1095021815381049345","1","[0 0 0]","","0.0"
"1095128233060708352","1","[0 0 0]","","0.0"
"1095702389649272832","1","[0 0 0]","","0.0"
"1096146528283099138","1","[0 0 0]","","0.0"
"1097628083283202048","1","[0 0 0]","","0.0"
"1097808357514072066","1","[0 0 0]","","0.0"
"1098252329340583936","1","[0 0 0]","","0.0"
"1098416483019894784","1","[0 0 0]","","0.0"
"1098930216615989248","1","[0 0 0]","","0.0"
"1100416501335638017","1","[0 0 0]","","0.0"
"1100425484679159812","1","[0 0 0]","","0.0"
"1100442756789518336","1","[0 0 0]","","0.0"
"1100829559774040064","1","[0 0 0]","","0.0"
"1100977277859389440","1","[0 0 0]","","0.0"
"1101587301979742208","1","[0 0 0]","","0.0"
"1102812478163963904","1","[0 0 0]","","0.0"
"1102945560720564224","1","[0 0 0]","","0.0"
"1103098150410174465","1","[0 0 0]","","0.0"
"1104062820512133121","1","[0 0 0]","","0.0"
"1104224515742142464","1","[0 0 0]","","0.0"
"1104401464582131713","1","[0 0 0]","","0.0"
"1105492599853514755","1","[0 0 0]","","0.0"
"1105659802909208577","1","[0 0 0]","","0.0"
"1106579766755409921","1","[0 0 0]","","0.0"
"1106580387155857408","1","[0 0 0]","","0.0"
"1106585352402321409","1","[0 0 0]","","0.0"
"1106588108131311620","1","[0 0 0]","","0.0"
"1106601893948780544","1","[0 0 0]","","0.0"
"1107619133481463808","1","[0 0 0]","","0.0"
"1107888002632564736","1","[0 0 0]","","0.0"
"1107954567877005312","1","[0 0 0]","","0.0"
"1108325443881652224","1","[0 0 0]","","0.0"
"1108650232823377920","1","[0 0 0]","","0.0"
"1108890701742264321","1","[0 1 1]","0.0","0.0"
"1109827852550242305","1","[0 0 0]","","0.0"
"1110534065625554944","1","[0 0 0]","","0.0"
"1110631201805660161","1","[0 0 0]","","0.0"
"1110654182950764544","1","[0 0 0]","","0.0"
"1110660467507126272","1","[0 0 0]","","0.0"
"1111354654946807808","1","[0 0 0]","","0.0"
"1111376298817937409","1","[0 0 0]","","0.0"
"1111399984006520832","1","[0 0 0]","","0.0"
"1111982168006369286","1","[0 0 0]","","0.0"
"1112041819897036801","1","[0 0 0]","","0.0"
"1112170569015922689","1","[0 0 0]","","0.0"
"1112305596454178816","1","[0 0 0]","","0.0"
"1112404115764768769","1","[0 0 0]","","0.0"
"1112793016606093313","1","[0 0 0]","","0.0"
"1114178926551752704","1","[0 0 0]","","0.0"
"1114813505788682240","1","[0 0 0]","","0.0"
"1114906590145019904","1","[0 0 0]","","0.0"
"1115140032057217029","1","[0 0 0]","","0.0"
"1115637652965998594","1","[0 0 0]","","0.0"
"1116708592344805376","1","[0 0 0]","","0.0"
"1116856245032501251","1","[0 0 0]","","0.0"
"1117054788104085504","1","[0 0 0]","","0.0"
"1117502364091604992","1","[0 0 0]","","0.0"
"1117539338999488513","1","[0 0 1]","0.0","0.0"
"1117767178806288385","1","[0 0 0]","","0.0"
"1117884944053751812","1","[1 0 1]","0.0","0.0"
"1118018219770634240","1","[0 0 0]","","0.0"
"1119242517642240001","1","[0 0 0]","","0.0"
"1120111229975003137","1","[0 0 0]","","0.0"
"1121443913175379969","1","[0 0 0]","","0.0"
"1121484076949680129","1","[0 0 0]","","0.0"
"1121683537856323585","1","[0 0 0]","","0.0"
"1121685448819011584","1","[0 0 0]","","0.0"
"1122213353957548033","1","[0 0 0]","","0.0"
"1122410337347805184","1","[0 0 0]","","0.0"
"1122449377245704192","1","[0 0 0]","","0.0"
"1122460964102606849","1","[0 0 0]","","0.0"
"1122476846824640513","1","[1 0 1]","1.0","1.0"
"1122615149624532993","1","[0 0 0]","","0.0"
"1122698151817662464","1","[0 0 0]","","0.0"
"1122917129228115971","1","[0 0 0]","","0.0"
"1123028212739706880","1","[0 0 0]","","0.0"
"1123611665306669056","1","[0 0 0]","","0.0"
"1123613346387853313","1","[0 0 0]","","0.0"
"1123834219938156549","1","[0 0 0]","","0.0"
"1125671883217735680","1","[0 0 0]","","0.0"
"1125672011135688704","1","[0 0 0]","","0.0"
"1125818876057587713","1","[0 0 0]","","0.0"
"1126167439006490624","1","[0 0 0]","","0.0"
"1126381752640004098","1","[0 0 0]","","0.0"
"1128203040698380288","1","[0 0 0]","","0.0"
"1129788955585581056","1","[0 0 0]","","0.0"
"1129788961990291456","1","[0 0 0]","","0.0"
"1130517438955569152","1","[0 0 0]","","0.0"
"1131077476971626498","1","[0 0 0]","","0.0"
"1131210875317174272","1","[0 0 0]","","0.0"
"1131515477266763776","1","[0 0 0]","","0.0"
"1136043238698078209","1","[0 0 0]","","0.0"
"1136056896094232576","1","[0 0 0]","","0.0"
"1136759642808209408","1","[0 0 0]","","0.0"
"1136767262243901442","1","[0 0 0]","","0.0"
"1136770623903010822","1","[0 0 0]","","0.0"
"1137021130894692354","1","[0 0 0]","","0.0"
"1137070854272143360","1","[0 0 0]","","0.0"
"1137110380524838913","1","[0 0 0]","","0.0"
"1138018909074919426","1","[0 0 0]","","0.0"
"1138189226074345474","1","[0 0 0]","","0.0"
"1138189455196663808","1","[0 0 0]","","0.0"
"1138264528733462528","1","[0 0 0]","","0.0"
"1138346958177878017","1","[0 0 0]","","0.0"
"1138705803513171968","1","[0 0 0]","","0.0"
"1138709312446951425","1","[0 0 0]","","0.0"
"1138730809890918401","1","[0 0 0]","","0.0"
"1138731596163428352","1","[0 0 0]","","0.0"
"1141813044407783424","1","[0 0 0]","","0.0"
"1143274657853956096","1","[0 0 0]","","0.0"
"1143499637690634240","1","[0 0 0]","","0.0"
"1144066570710409216","1","[0 0 1]","0.0","0.0"
"1145754746566918144","1","[0 0 1]","1.0","0.0"
"1147811813376978945","1","[1 0 0]","0.0","0.0"
"1149665183091924992","1","[0 0 0]","","0.0"
"1150559613856751616","1","[0 0 0]","","0.0"
"1151114029185847296","1","[0 0 0]","","0.0"
"1151884832965832706","1","[0 0 0]","","0.0"
"1152128538121609217","1","[0 0 0]","","0.0"
"1153397287030337536","1","[0 0 0]","","0.0"
"1153575785405530112","1","[0 0 0]","","0.0"
"1154376200325935106","1","[0 0 0]","","0.0"
"1154719797671800832","1","[0 0 1]","1.0","0.0"
"115577495947972608","1","[0 0 0]","","0.0"
"1155881212361302016","1","[0 0 0]","","0.0"
"1159393592907112449","1","[0 0 0]","","0.0"
"1159415786718580737","1","[0 0 0]","","0.0"
"1159511477000142849","1","[0 0 0]","","0.0"
"1160328569240686592","1","[0 0 0]","","0.0"
"1160987069558059008","1","[0 0 0]","","0.0"
"1163523779085197312","1","[0 0 0]","","0.0"
"1163543736971878402","1","[0 0 0]","","0.0"
"1164634279856525312","1","[0 0 0]","","0.0"
"1166370991024549889","1","[0 0 0]","","0.0"
"116839882298634240","1","[0 0 0]","","0.0"
"1170033166880522240","1","[0 0 0]","","0.0"
"1172424631141064706","1","[0 1 0]","0.0","0.0"
"117270439029506049","1","[0 0 0]","","0.0"
"1172735696756510721","1","[0 0 0]","","0.0"
"1179425629453848576","1","[0 0 0]","","0.0"
"1179839970904887297","1","[1 0 1]","1.0","1.0"
"118375740843638785","1","[0 0 0]","","0.0"
"120195146326355969","1","[1 1 1]","","1.0"
"124842307991252994","1","[0 0 0]","","0.0"
"129319800303386624","1","[0 0 0]","","0.0"
"134148440748863488","1","[0 0 0]","","0.0"
"134360879029428224","1","[0 0 0]","","0.0"
"137637764488380416","1","[0 0 0]","","0.0"
"139256183977541633","1","[0 0 0]","","0.0"
"139841993395290113","1","[0 0 0]","","0.0"
"140910278895341570","1","[0 0 0]","","0.0"
"140910279146999809","1","[0 0 0]","","0.0"
"143493316103782400","1","[0 0 0]","","0.0"
"146258525901963265","1","[0 0 0]","","0.0"
"146630211318972419","1","[0 0 0]","","0.0"
"147254984763912192","1","[0 0 0]","","0.0"
"149497603833344000","1","[0 0 0]","","0.0"
"153960073314578432","1","[0 0 0]","","0.0"
"154167271181385728","1","[0 0 0]","","0.0"
"154239051380178944","1","[0 0 0]","","0.0"
"154346602860003329","1","[0 0 0]","","0.0"
"154595092810842112","1","[0 0 0]","","0.0"
"154607647147044865","1","[0 0 0]","","0.0"
"154629706241675265","1","[0 0 0]","","0.0"
"154688519783190528","1","[0 0 0]","","0.0"
"155182053372071936","1","[0 0 0]","","0.0"
"155411549543071747","1","[0 0 0]","","0.0"
"155688590351925248","1","[0 0 0]","","0.0"
"155726314303782912","1","[0 0 0]","","0.0"
"155750698225631232","1","[0 0 0]","","0.0"
"157125955612180480","1","[0 0 0]","","0.0"
"157164122771955712","1","[0 0 0]","","0.0"
"157537815666769920","1","[0 0 0]","","0.0"
"158958965877772289","1","[0 0 0]","","0.0"
"159247627572092928","1","[0 0 0]","","0.0"
"159340156703354882","1","[0 0 0]","","0.0"
"159456110028406784","1","[0 0 0]","","0.0"
"160024363700191232","1","[0 0 0]","","0.0"
"160318674140540928","1","[0 0 0]","","0.0"
"160557486737330176","1","[0 0 0]","","0.0"
"160637766684782592","1","[0 0 0]","","0.0"
"160747092153860096","1","[0 0 0]","","0.0"
"161478419325001728","1","[0 0 0]","","0.0"
"162464483753730048","1","[0 0 0]","","0.0"
"163257507257663488","1","[0 0 0]","","0.0"
"164689865865306112","1","[0 0 0]","","0.0"
"168018361362546688","1","[0 0 0]","","0.0"
"169632103351328768","1","[0 0 0]","","0.0"
"170779497774317569","1","[0 0 0]","","0.0"
"170923758838755328","1","[0 0 0]","","0.0"
"170930905127464962","1","[0 0 0]","","0.0"
"172554166252732417","1","[0 0 0]","","0.0"
"174232923157966848","1","[0 0 0]","","0.0"
"174234652326903808","1","[0 0 0]","","0.0"
"175529722015522816","1","[0 0 0]","","0.0"
"177017171703119873","1","[0 0 0]","","0.0"
"177411776164528129","1","[0 0 0]","","0.0"
"177520225745506305","1","[0 0 0]","","0.0"
"177811925969797121","1","[0 0 0]","","0.0"
"177877390515638273","1","[0 0 0]","","0.0"
"177912773769039872","1","[0 0 0]","","0.0"
"178115497777311745","1","[0 0 0]","","0.0"
"178467695371616256","1","[0 0 0]","","0.0"
"179934942518714369","1","[0 0 0]","","0.0"
"179975654899593216","1","[0 0 0]","","0.0"
"180018474234556416","1","[0 0 0]","","0.0"
"180034778190458880","1","[0 0 0]","","0.0"
"182146040076570624","1","[0 0 0]","","0.0"
"182173187042320385","1","[0 0 0]","","0.0"
"182212982594473984","1","[0 0 0]","","0.0"
"182541242134052864","1","[0 0 0]","","0.0"
"182944167125716992","1","[0 0 0]","","0.0"
"183253135647707137","1","[0 0 0]","","0.0"
"184743008791576576","1","[0 0 0]","","0.0"
"189396995658629122","1","[0 0 0]","","0.0"
"189931741358723073","1","[0 0 0]","","0.0"
"190517257489752064","1","[0 0 0]","","0.0"
"190532315670249474","1","[0 0 0]","","0.0"
"193025784364019712","1","[0 0 0]","","0.0"
"193416433751949312","1","[0 0 0]","","0.0"
"194409289476083713","1","[0 0 0]","","0.0"
"195876749593149440","1","[0 0 0]","","0.0"
"196655917977186304","1","[0 0 0]","","0.0"
"196771190122102784","1","[0 0 0]","","0.0"
"197074865763790848","1","[0 0 0]","","0.0"
"197629560576147456","1","[0 0 1]","1.0","0.0"
"197664741131431936","1","[0 0 0]","","0.0"
"197765255982616578","1","[0 0 0]","","0.0"
"197790118143197184","1","[0 0 0]","","0.0"
"198631460922597376","1","[0 0 0]","","0.0"
"198631959558230016","1","[0 0 0]","","0.0"
"199094847532052481","1","[0 0 0]","","0.0"
"199306894798622720","1","[0 0 0]","","0.0"
"199684446742528001","1","[0 0 0]","","0.0"
"200274917781028864","1","[0 0 0]","","0.0"
"201273177748418560","1","[0 0 0]","","0.0"
"202577815290380290","1","[0 0 0]","","0.0"
"202877191481065473","1","[0 0 0]","","0.0"
"202877525804855298","1","[0 0 0]","","0.0"
"202943748383055873","1","[0 0 0]","","0.0"
"205313260034064384","1","[0 0 0]","","0.0"
"205600110837645312","1","[0 0 0]","","0.0"
